Name,LinkedIn,Career Page URL,Keywords
Housing,https://www.linkedin.com/search/results/people/?keywords=founder%20Housing,https://www.linkedin.com/jobs/search/?keywords=Housing%20intern,"Startup/Mid/Large, SDE/Android Intern, 3-6 months"
HR Anshu K.,https://linkedin.com/company/hr-anshu-k,https://www.hranshuk.com/careers,"Android, C++"
HR Diya L.,https://linkedin.com/company/hr-diya-l,https://www.hrdiyal.com/careers,"Mobile App Development, Android"
HRM Counsel,https://linkedin.com/company/hrm-counsel,https://www.hrmcounsel.com/careers,"Android, Kotlin, Mobile"
HSBC,https://linkedin.com/company/hsbc,https://www.hsbc.com/careers,"Android, C++"
HSBC Mutual Fund,https://linkedin.com/company/hsbc-mutual-fund,https://www.hsbcmutualfund.com/careers,"Jetpack Compose, SDE"
Hubble,,,"SDE, Backend, Android, Full Stack, Startup"
HubSpot,https://linkedin.com/company/hubspot,https://www.hubspot.com/careers,"Jetpack Compose, SDE"
HubSpot India,,,"SDE, Android, Full Stack, Backend, Kotlin"
Hubstaff,https://linkedin.com/company/hubstaff,https://www.hubstaff.com/careers,"Mobile App Development, Android"
Hudle,https://linkedin.com/company/hudle,https://www.hudle.com/careers,"Kotlin, AI"
Huggies India,,,"SDE, Backend, Android, Full Stack, Startup"
Hyparz,https://linkedin.com/company/hyparz,https://www.hyparz.com/careers,"Android, C++"
Hyperpure by Zomato,https://linkedin.com/company/hyperpure-by-zomato,https://www.hyperpurebyzomato.com/careers,"SDE, Remote"
HyperVerge,,,"SDE, Backend, Android, Full Stack, Startup"
Hyundai Motor India Engineering,https://linkedin.com/company/hyundai-motor-india-engineering,https://www.hyundaimotorindiaengineering.com/careers,"Android, C++"
IBM,https://linkedin.com/company/ibm,https://www.ibm.com/careers,"Android, C++"
IBM India,,,"SDE, Android, Full Stack, Backend, Kotlin"
Icertis,,,"SDE, Android, Full Stack, Backend, Kotlin"
ICICI Bank,https://linkedin.com/company/icici-bank,https://www.icicibank.com/careers,"Android, C++"
ICICI Direct,,,"SDE, Backend, Android, Full Stack, Startup"
ICICI Prudential,,,"SDE, Backend, Android, Full Stack, Startup"
iCliniq,https://linkedin.com/company/icliniq,https://www.icliniq.com/careers,"Backend, SaaS, Jetpack Compose"
iCloudEMS,,,"Android Development, React Native"
IDBI Bank,https://linkedin.com/company/idbi-bank,https://www.idbibank.com/careers,"Jetpack Compose, SDE"
IDFC FIRST Bank,https://linkedin.com/company/idfc-first-bank,https://www.idfcfirstbank.com/careers,"Backend, SaaS, Jetpack Compose"
IIFL,,,"SDE, Backend, Android, Full Stack, Startup"
Illuvium,,,"SDE, Android, Full Stack, Backend, Kotlin"
IMA360,https://linkedin.com/company/ima360,https://www.ima360.com/careers,"Software Engineering, C++"
Imagine Meats,,,"SDE, Backend, Android, Full Stack, Startup"
IMG Global Infotech Private Limited,https://linkedin.com/company/img-global-infotech,https://www.imgglobalinfotech.com/careers,"Jetpack Compose, SDE"
Immutable X,,,"SDE, Android, Full Stack, Backend, Kotlin"
Impetus,https://linkedin.com/company/impetus,https://www.impetus.com/careers,"Mobile App Development, Android"
Inc42 Media,https://linkedin.com/company/inc42-media,https://www.inc42media.com/careers,"Kotlin, AI"
Index Engines,,,"Associate Software Engineer, Linux/Unix"
India Post Payments Bank,https://linkedin.com/company/india-post-payments-bank,https://www.indiapostpaymentsbank.com/careers,"Android, C++"
IndiaFilings,,,"SDE, Backend, Android, Full Stack, Startup"
IndiaHomeHealthCare,,,"SDE, Backend, Android, Full Stack, Startup"
Indian Institute of Information Technology Kota,https://linkedin.com/company/indian-institute-of-information-technology-kota,https://www.indianinstituteofinformationtechnologykota.com/careers,"Backend, SaaS, Jetpack Compose"
Indifi,https://linkedin.com/company/indifi,https://www.indifi.com/careers,"Mobile App Development, Android"
INDmoney,https://linkedin.com/company/indmoney,https://www.indmoney.com/careers,"Mobile App Development, Android"
InDrive,,,"SDE, Backend, Android, Full Stack, Startup"
Indus Net Technologies,,,"Full Stack, Web, Mobile, BFSI"
IndusInd Bank,https://linkedin.com/company/indusind-bank,https://www.indusindbank.com/careers,"SDE, Remote"
Infilect,https://linkedin.com/company/infilect,https://www.infilect.com/careers,"Software Engineering, C++"
Infineon Technologies,https://linkedin.com/company/infineon-technologies,https://www.infineontechnologies.com/careers,"Mobile App Development, Android"
Inflow Technologies,,,"Android Developer, Kotlin"
InfoBeans,https://linkedin.com/company/infobeans,https://www.infobeans.com/careers,"Android, C++"
InfoCepts,https://linkedin.com/company/infocepts,https://www.infocepts.com/careers,"Mobile App Development, Android"
Infosys,https://linkedin.com/company/infosys,https://www.infosys.com/careers,"Kotlin, AI"
Infosys BPM,https://linkedin.com/company/infosys-bpm,https://www.infosysbpm.com/careers,"Android, C++"
Infosys Springboard,https://linkedin.com/company/infosys-springboard,https://www.infosysspringboard.com/careers,"Kotlin, AI"
Infra.Market,https://linkedin.com/company/inframarket,https://www.inframarket.com/careers,"Software Engineering, C++"
Ingenuity Gaming,https://linkedin.com/company/ingenuity-gaming,https://www.ingenuitygaming.com/careers,"Android, C++"
Injala,https://linkedin.com/company/injala,https://www.injala.com/careers,"Backend, SaaS, Jetpack Compose"
InMobi,,,"SDE, Android, Full Stack, Backend, Kotlin"
Innovaccer,,,"SDE, Android, Full Stack, Backend, Kotlin"
Innovexis,https://linkedin.com/company/innovexis,https://www.innovexis.com/careers,"Android, C++"
Innoviti Technologies,https://linkedin.com/company/innoviti-technologies,https://www.innovititechnologies.com/careers,"Mobile App Development, Android"
INSTAACODERS TECHNOLOGIES,,,Android App Developer
InstaDApp,,,"SDE, Android, Full Stack, Backend, Kotlin"
Instagram,https://linkedin.com/company/instagram,https://www.instagram.com/careers,"SDE, Remote"
Instamart,https://linkedin.com/company/instamart,https://www.instamart.com/careers,"Backend, SaaS, Jetpack Compose"
Instamojo,,,"SDE, Android, Full Stack, Backend, Kotlin"
Instawork,https://linkedin.com/company/instawork,https://www.instawork.com/careers,"Android, C++"
Intel,https://linkedin.com/company/intel,https://www.intel.com/careers,"Backend, SaaS, Jetpack Compose"
Inteliment Technologies,https://linkedin.com/company/inteliment-technologies,https://www.intelimenttechnologies.com/careers,"Jetpack Compose, SDE"
Intello Labs,,,"SDE, Backend, Android, Full Stack, Startup"
Internshala,https://linkedin.com/company/internshala,https://www.internshala.com/careers,"Jetpack Compose, SDE"
InterviewBit,https://linkedin.com/company/interviewbit,https://www.interviewbit.com/careers,"Mobile App Development, Android"
IntrCity SmartBus,,,"SDE, Backend, Android, Full Stack, Startup"
Intro,,,"Android Development, Web"
Intugine,,,"SDE, Backend, Android, Full Stack, Startup"
Intuit,https://linkedin.com/company/intuit,https://www.intuit.com/careers,"Kotlin, AI"
Intuit India,https://linkedin.com/company/intuit-india,https://www.intuitindia.com/careers,"Backend, SaaS, Jetpack Compose"
Intuit Israel,https://linkedin.com/company/intuit-israel,https://www.intuitisrael.com/careers,"Android, Kotlin, Mobile"
IRCTC,,,"SDE, Backend, Android, Full Stack, Startup"
ISC Projects,https://linkedin.com/company/isc-projects,https://www.iscprojects.com/careers,"Backend, SaaS, Jetpack Compose"
ITDC,,,"SDE, Backend, Android, Full Stack, Startup"
iThink Logistics,,,"SDE, Backend, Android, Full Stack, Startup"
ItzCash,,,"SDE, Backend, Android, Full Stack, Startup"
iValuable,,,"SDE, Backend, Android, Full Stack, Startup"
Ixigo,,,"SDE, Backend, Android, Full Stack, Startup"
J.P. Morgan,https://linkedin.com/company/jp-morgan,https://www.jpmorgan.com/careers,"Kotlin, AI"
Jane Street,https://linkedin.com/company/jane-street,https://www.janestreet.com/careers,"Android, C++"
Jar,https://linkedin.com/company/jar,https://www.jar.com/careers,"Backend, SaaS, Jetpack Compose"
Jar Engineering,https://linkedin.com/company/jar-engineering,https://www.jarengineering.com/careers,"Android, C++"
Jasper,https://linkedin.com/company/jasper,https://www.jasper.com/careers,"SDE, Remote"
JetBrains,https://linkedin.com/company/jetbrains,https://www.jetbrains.com/careers,"Android, C++"
Jimmy Fairly,,,"SDE, Backend, Android, Full Stack, Startup"
Jio,https://linkedin.com/company/jio,https://www.jio.com/careers,"SDE, Remote"
Jio Financial Services,https://linkedin.com/company/jio-financial-services,https://www.jiofinancialservices.com/careers,"Android, C++"
JioHotstar,https://linkedin.com/company/jiohotstar,https://www.jiohotstar.com/careers,"Software Engineering, C++"
JioMoney,,,"SDE, Backend, Android, Full Stack, Startup"
Jobgether,https://linkedin.com/company/jobgether,https://www.jobgether.com/careers,"SDE, Remote"
Johnson & Johnson India,,,"SDE, Backend, Android, Full Stack, Startup"
Johnson & Johnson MedTech,https://linkedin.com/company/johnson-johnson-medtech,https://www.johnsonjohnsonmedtech.com/careers,"Backend, SaaS, Jetpack Compose"
Josh (VerSe Innovation),,,"SDE, Backend, Android, Full Stack, Startup"
Joveo,https://linkedin.com/company/joveo,https://www.joveo.com/careers,"Jetpack Compose, SDE"
Joyalukkas,,,"SDE, Backend, Android, Full Stack, Startup"
JPMorganChase,https://linkedin.com/company/jpmorganchase,https://www.jpmorganchase.com/careers,"Jetpack Compose, SDE"
Juego Studios,https://linkedin.com/company/juego-studios,https://www.juegostudios.com/careers,"Android, C++"
Juice Chemistry,,,"SDE, Backend, Android, Full Stack, Startup"
Junglee Games,,,"SDE, Backend, Android, Full Stack, Startup"
Jupiter,,,"SDE, Android, Full Stack, Backend, Kotlin"
JUSPAY,https://linkedin.com/company/juspay,https://www.juspay.com/careers,"Jetpack Compose, SDE"
JustRemote,https://linkedin.com/company/justremote,https://www.justremote.com/careers,"Kotlin, AI"
Kaleyra,,,"SDE, Android, Full Stack, Backend, Kotlin"
Kalyan Jewellers,,,"SDE, Backend, Android, Full Stack, Startup"
Kama Ayurveda,,,"SDE, Backend, Android, Full Stack, Startup"
Karbon Card,,,"SDE, Backend, Android, Full Stack, Startup"
KarmSakha,https://linkedin.com/company/karmsakha,https://www.karmsakha.com/careers,"Jetpack Compose, SDE"
Keka,,,"SDE, Android, Full Stack, Backend, Kotlin"
Ken42,https://linkedin.com/company/ken42,https://www.ken42.com/careers,"Android, C++"
Keys Hotels,,,"SDE, Backend, Android, Full Stack, Startup"
Khatabook,https://linkedin.com/company/khatabook,https://www.khatabook.com/careers,"Android, C++"
Khelraja,,,"SDE, Backend, Android, Full Stack, Startup"
Kissflow,https://linkedin.com/company/kissflow,https://www.kissflow.com/careers,"Mobile App Development, Android"
Kissht,,,"SDE, Backend, Android, Full Stack, Startup"
KKR,https://linkedin.com/company/kkr,https://www.kkr.com/careers,"Mobile App Development, Android"
Klook India,,,"SDE, Backend, Android, Full Stack, Startup"
Knowlarity,,,"SDE, Android, Full Stack, Backend, Kotlin"
KnownOrigin,,,"SDE, Android, Full Stack, Backend, Kotlin"
Kodo,,,"SDE, Backend, Android, Full Stack, Startup"
Konstant Infosolutions,,,Full Stack Development
Koo,https://linkedin.com/company/koo,https://www.koo.com/careers,"Jetpack Compose, SDE"
Kotak Life,,,"SDE, Backend, Android, Full Stack, Startup"
Kotak Mahindra Bank,https://linkedin.com/company/kotak-mahindra-bank,https://www.kotakmahindrabank.com/careers,"Backend, SaaS, Jetpack Compose"
Kotak Securities,,,"SDE, Backend, Android, Full Stack, Startup"
Kotlin Android Group,https://linkedin.com/company/kotlin-android-group,https://www.kotlinandroidgroup.com/careers,"SDE, Remote"
Kotlin Developer,https://linkedin.com/company/kotlin-developer,https://www.kotlindeveloper.com/careers,"Android, C++"
Kotlin Developers For Hire,https://linkedin.com/company/kotlin-developers-for-hire,https://www.kotlindevelopersforhire.com/careers,"Mobile App Development, Android"
Kotlin Foundation,https://linkedin.com/company/kotlin-foundation,https://www.kotlinfoundation.com/careers,"Software Engineering, C++"
Kotlin Multiplatform development,https://linkedin.com/company/kotlin-multiplatform-development,https://www.kotlinmultiplatformdevelopment.com/careers,"Backend, SaaS, Jetpack Compose"
Kotlin Multiplatform Updates and Showcases,https://linkedin.com/company/kotlin-multiplatform-updates-and-showcases,https://www.kotlinmultiplatformupdatesandshowcases.com/careers,"Mobile App Development, Android"
KPMG,https://linkedin.com/company/kpmg,https://www.kpmg.com/careers,"Software Engineering, C++"
KPMG India,https://linkedin.com/company/kpmg-india,https://www.kpmgindia.com/careers,"Jetpack Compose, SDE"
KPMG US,https://linkedin.com/company/kpmg-us,https://www.kpmgus.com/careers,"Kotlin, AI"
Kraken,https://linkedin.com/company/kraken,https://www.kraken.com/careers,"Android, Kotlin, Mobile"
Kraken India,,,"SDE, Android, Full Stack, Backend, Kotlin"
KrazyBee,,,"SDE, Backend, Android, Full Stack, Startup"
KreditBee,https://linkedin.com/company/kreditbee,https://www.kreditbee.com/careers,"Software Engineering, C++"
Kredivo Group,,,"Android Engineer, Kotlin"
Krutrim,https://linkedin.com/company/krutrim,https://www.krutrim.com/careers,"SDE, Remote"
Krython Labs,https://linkedin.com/company/krython-labs,https://www.krythonlabs.com/careers,"Backend, SaaS, Jetpack Compose"
Kubeapps,https://www.linkedin.com/search/results/people/?keywords=Kubeapps%20maintainer,https://www.linkedin.com/jobs/search/?keywords=Kubeapps%20intern,"Startup/Mid/Large, SDE/Android Intern, 3-6 months"
Kuku,https://linkedin.com/company/kuku,https://www.kuku.com/careers,"Android, Kotlin, Mobile"
Kuku FM,,,"SDE, Backend, Android, Full Stack, Startup"
Kuoni India,,,"SDE, Backend, Android, Full Stack, Startup"
Kurlon,,,"SDE, Backend, Android, Full Stack, Startup"
Kusama,,,"SDE, Android, Full Stack, Backend, Kotlin"
Kutumb,,,"Junior Android Developer, Kotlin"
Kuvera,,,"SDE, Backend, Android, Full Stack, Startup"
Kyber Network,,,"SDE, Android, Full Stack, Backend, Kotlin"
Kyt,,,"SDE, Backend, Android, Full Stack, Startup"
L&T Technology Services,https://linkedin.com/company/lt-technology-services,https://www.lttechnologyservices.com/careers,"SDE, Remote"
L'Oréal,https://linkedin.com/company/loral,https://www.loral.com/careers,"SDE, Remote"
Larsen & Toubro,https://linkedin.com/company/larsen-toubro,https://www.larsentoubro.com/careers,"Software Engineering, C++"
Lawrbit,,,"Software Developer, Web Development"
LazyPay,,,"SDE, Backend, Android, Full Stack, Startup"
Le Marche,,,"SDE, Backend, Android, Full Stack, Startup"
Lead School,,,"SDE, Android, Full Stack, Backend, Kotlin"
LeadSquared,,,"SDE, Android, Full Stack, Backend, Kotlin"
Leap,https://linkedin.com/company/leap,https://www.leap.com/careers,"Software Engineering, C++"
Leap Finance,https://www.linkedin.com/search/results/people/?keywords=founder%20Leap Finance,https://www.linkedin.com/jobs/search/?keywords=Leap Finance%20intern,"Startup/Mid/Large, SDE/Android Intern, 3-6 months"
Lemon Tree Hotels,,,"SDE, Backend, Android, Full Stack, Startup"
Lendingkart,https://linkedin.com/company/lendingkart,https://www.lendingkart.com/careers,"Software Engineering, C++"
LensCraft,,,"SDE, Backend, Android, Full Stack, Startup"
Lenskart,,,"SDE, Android, Full Stack, Backend, Kotlin"
Lenskart.com,https://linkedin.com/company/lenskartcom,https://www.lenskartcom.com/careers,"Mobile App Development, Android"
Leometric Technology Pvt Ltd,https://linkedin.com/company/leometric-technology,https://www.leometrictechnology.com/careers,"Android, C++"
Letstrack,,,"SDE, Backend, Android, Full Stack, Startup"
LIC,,,"SDE, Backend, Android, Full Stack, Startup"
Licious,,,"SDE, Backend, Android, Full Stack, Startup"
Lido Learning,,,"SDE, Backend, Android, Full Stack, Startup"
Lifestyle,,,"SDE, Backend, Android, Full Stack, Startup"
LinkedIn,https://linkedin.com/company/linkedin,https://www.linkedin.com/careers,"Android, Kotlin, Mobile"
LinkedIn Guide to Creating,https://linkedin.com/company/linkedin-guide-to-creating,https://www.linkedinguidetocreating.com/careers,"Android, Kotlin, Mobile"
LinkedIn India,,,"SDE, Android, Full Stack, Backend, Kotlin"
LIT Growth Agency,https://linkedin.com/company/lit-growth-agency,https://www.litgrowthagency.com/careers,"Mobile App Development, Android"
LittleApp,,,"SDE, Backend, Android, Full Stack, Startup"
Livspace,https://linkedin.com/company/livspace,https://www.livspace.com/careers,"Mobile App Development, Android"
Loadshare,https://www.linkedin.com/search/results/people/?keywords=founder%20Loadshare,https://www.linkedin.com/jobs/search/?keywords=Loadshare%20intern,"Startup/Mid/Large, SDE/Android Intern, 3-6 months"
LoadShare Networks,https://linkedin.com/company/loadshare-networks,https://www.loadsharenetworks.com/careers,"Kotlin, AI"
Loco,https://linkedin.com/company/loco,https://www.loco.com/careers,"Mobile App Development, Android"
Loconav,,,"SDE, Backend, Android, Full Stack, Startup"
Locus,https://linkedin.com/company/locus,https://www.locus.com/careers,"Kotlin, AI"
LogiConnect,,,"SDE, Backend, Android, Full Stack, Startup"
Loginext,,,"SDE, Backend, Android, Full Stack, Startup"
Lokal,https://linkedin.com/company/lokal,https://www.lokal.com/careers,"Backend, SaaS, Jetpack Compose"
LooksRare,,,"SDE, Android, Full Stack, Backend, Kotlin"
Lot Mobiles,,,"SDE, Backend, Android, Full Stack, Startup"
LOTS Wholesale,,,"SDE, Backend, Android, Full Stack, Startup"
Lotus Herbals,,,"SDE, Backend, Android, Full Stack, Startup"
LotusPay (acquired by Juspay),https://linkedin.com/company/lotuspay-acquired-by-juspay,https://www.lotuspayacquiredbyjuspay.com/careers,"Kotlin, AI"
Lovable,https://linkedin.com/company/lovable,https://www.lovable.com/careers,"Kotlin, AI"
LTM,https://linkedin.com/company/ltm,https://www.ltm.com/careers,"Android, C++"
Lucidity,https://linkedin.com/company/lucidity,https://www.lucidity.com/careers,"Mobile App Development, Android"
Lybrate,,,"SDE, Backend, Android, Full Stack, Startup"
Lynk,,,"SDE, Backend, Android, Full Stack, Startup"
"M | Don’t tell me, tell M",https://linkedin.com/company/m-dont-tell-me-tell-m,https://www.mdonttellmetellm.com/careers,"Android, Kotlin, Mobile"
M2P Fintech,,,"SDE, Android, Full Stack, Backend, Kotlin"
M365Consult,https://www.linkedin.com/search/results/people/?keywords=founder%20M365Consult,https://www.linkedin.com/jobs/search/?keywords=M365Consult%20intern,"Startup/Mid/Large, SDE/Android Intern, 3-6 months"
Mad Street Den,https://linkedin.com/company/mad-street-den,https://www.madstreetden.com/careers,"Kotlin, AI"
Madhav Courier,,,"SDE, Backend, Android, Full Stack, Startup"
Magic Eden,,,"SDE, Android, Full Stack, Backend, Kotlin"
Magicbricks,https://linkedin.com/company/magicbricks,https://www.magicbricks.com/careers,"Backend, SaaS, Jetpack Compose"
magicpin,https://linkedin.com/company/magicpin,https://www.magicpin.com/careers,"Software Engineering, C++"
Mahindra Logistics,https://linkedin.com/company/mahindra-logistics,https://www.mahindralogistics.com/careers,"Software Engineering, C++"
MakeMyTrip,https://linkedin.com/company/makemytrip,https://www.makemytrip.com/careers,"Jetpack Compose, SDE"
MakerDAO,,,"SDE, Android, Full Stack, Backend, Kotlin"
MakersPlace,,,"SDE, Android, Full Stack, Backend, Kotlin"
Malabar Gold,,,"SDE, Backend, Android, Full Stack, Startup"
Mamaearth,https://linkedin.com/company/mamaearth,https://www.mamaearth.com/careers,"Android, Kotlin, Mobile"
MamyPoko India,,,"SDE, Backend, Android, Full Stack, Startup"
MapmyIndia,,,"SDE, Backend, Android, Full Stack, Startup"
Martin Solution,https://linkedin.com/company/martin-solution,https://www.martinsolution.com/careers,"Jetpack Compose, SDE"
Maruti Courier,,,"SDE, Backend, Android, Full Stack, Startup"
Maruti Suzuki India Limited,https://linkedin.com/company/maruti-suzuki-india-limited,https://www.marutisuzukiindialimited.com/careers,"Android, C++"
Marvell Technology,https://linkedin.com/company/marvell-technology,https://www.marvelltechnology.com/careers,"SDE, Remote"
Masai,https://linkedin.com/company/masai,https://www.masai.com/careers,"Android, Kotlin, Mobile"
Masai School,https://www.linkedin.com/search/results/people/?keywords=founder%20Masai School,https://www.linkedin.com/jobs/search/?keywords=Masai School%20intern,"Startup/Mid/Large, SDE/Android Intern, 3-6 months"
MASAI Technologies Corporation,https://linkedin.com/company/masai-technologies-corporation,https://www.masaitechnologiescorporation.com/careers,"Backend, SaaS, Jetpack Compose"
MASAI TRAVEL,https://linkedin.com/company/masai-travel,https://www.masaitravel.com/careers,"Software Engineering, C++"
Masaiverse,https://linkedin.com/company/masaiverse,https://www.masaiverse.com/careers,"Jetpack Compose, SDE"
Mastercard,https://linkedin.com/company/mastercard,https://www.mastercard.com/careers,"Software Engineering, C++"
Matiks,https://linkedin.com/company/matiks,https://www.matiks.com/careers,"Kotlin, AI"
Max Fashion,,,"SDE, Backend, Android, Full Stack, Startup"
Max HomeCare,,,"SDE, Backend, Android, Full Stack, Startup"
Max Life,,,"SDE, Backend, Android, Full Stack, Startup"
mCaffeine,,,"SDE, Backend, Android, Full Stack, Startup"
McGraw Hill India,,,"SDE, Backend, Android, Full Stack, Startup"
McKinsey & Company,https://linkedin.com/company/mckinsey-company,https://www.mckinseycompany.com/careers,"SDE, Remote"
Meatigo,,,"SDE, Backend, Android, Full Stack, Startup"
Media.net,https://linkedin.com/company/medianet,https://www.medianet.com/careers,"Android, Kotlin, Mobile"
MediBuddy,,,"SDE, Backend, Android, Full Stack, Startup"
Medigo,,,"SDE, Backend, Android, Full Stack, Startup"
Meditab India,https://linkedin.com/company/meditab-india,https://www.meditabindia.com/careers,"Kotlin, AI"
Medlife,,,"SDE, Backend, Android, Full Stack, Startup"
Medtronic,https://linkedin.com/company/medtronic,https://www.medtronic.com/careers,"Mobile App Development, Android"
MeeMee,,,"SDE, Backend, Android, Full Stack, Startup"
Meesho,https://linkedin.com/company/meesho,https://www.meesho.com/careers,"Android, C++"
Mega Cabs,,,"SDE, Backend, Android, Full Stack, Startup"
Melorra,,,"SDE, Backend, Android, Full Stack, Startup"
Mem0,https://linkedin.com/company/mem0,https://www.mem0.com/careers,"Jetpack Compose, SDE"
MeraEvents,,,"SDE, Backend, Android, Full Stack, Startup"
Mercor,https://linkedin.com/company/mercor,https://www.mercor.com/careers,"Backend, SaaS, Jetpack Compose"
Merit Circle,,,"SDE, Android, Full Stack, Backend, Kotlin"
Merkur Gaming India Pvt. Ltd,https://linkedin.com/company/merkur-gaming-india-pvt-ltd,https://www.merkurgamingindiapvtltd.com/careers,"Kotlin, AI"
Meru Cabs,,,"SDE, Backend, Android, Full Stack, Startup"
Meta,https://linkedin.com/company/meta,https://www.meta.com/careers,"Android, Kotlin, Mobile"
Meta India,,,"SDE, Android, Full Stack, Backend, Kotlin"
Metacube Software Pvt Ltd,https://linkedin.com/company/metacube-software,https://www.metacubesoftware.com/careers,"Kotlin, AI"
Metro Cash & Carry,,,"SDE, Backend, Android, Full Stack, Startup"
MFine,,,"SDE, Backend, Android, Full Stack, Startup"
Mia by Tanishq,,,"SDE, Backend, Android, Full Stack, Startup"
Microchip Technology India,https://linkedin.com/company/microchip-technology-india,https://www.microchiptechnologyindia.com/careers,"Mobile App Development, Android"
Micron Technology India,https://linkedin.com/company/micron-technology-india,https://www.microntechnologyindia.com/careers,"Software Engineering, C++"
Microsoft,https://linkedin.com/company/microsoft,https://careers.microsoft.com,"Data, Software"
Microsoft Developer,https://linkedin.com/company/microsoft-developer,https://www.microsoftdeveloper.com/careers,"Backend, SaaS, Jetpack Compose"
Microsoft India,,,"SDE, Android, Full Stack, Backend, Kotlin"
Microsoft Learn,https://linkedin.com/company/microsoft-learn,https://www.microsoftlearn.com/careers,"Android, C++"
Mifos Initiative,https://linkedin.com/company/mifos-initiative,https://www.mifosinitiative.com/careers,"Jetpack Compose, SDE"
Milkbasket,,,"SDE, Backend, Android, Full Stack, Startup"
Mimecast,https://linkedin.com/company/mimecast,https://www.mimecast.com/careers,"Android, Kotlin, Mobile"
Mindtickle,,,"SDE, Android, Full Stack, Backend, Kotlin"
Mindtree,,,"Full Stack, AI, Cloud, Python, Java"
Minimalist,,,"SDE, Backend, Android, Full Stack, Startup"
Mintable,,,"SDE, Android, Full Stack, Backend, Kotlin"
Miquido,https://linkedin.com/company/miquido,https://www.miquido.com/careers,"Kotlin, AI"
Mister Light,,,"SDE, Backend, Android, Full Stack, Startup"
Mitron,,,"SDE, Backend, Android, Full Stack, Startup"
Mobify,https://linkedin.com/company/mobify,https://www.mobify.com/careers,"Android, C++"
MobiKwik,,,"SDE, Android, Full Stack, Backend, Kotlin"
Mobile Premier League (MPL),,,"SDE, Backend, Android, Full Stack, Startup"
MobileStore,,,"SDE, Backend, Android, Full Stack, Startup"
Mobycy,,,"SDE, Backend, Android, Full Stack, Startup"
Modern Bazaar,,,"SDE, Backend, Android, Full Stack, Startup"
MoEngage,,,"SDE, Android, Full Stack, Backend, Kotlin"
Moj (ShareChat),,,"SDE, Backend, Android, Full Stack, Startup"
Money View,,,"SDE, Android, Full Stack, Backend, Kotlin"
moneycontrol.com,https://linkedin.com/company/moneycontrolcom,https://www.moneycontrolcom.com/careers,"SDE, Remote"
MongoDB India,,,"SDE, Android, Full Stack, Backend, Kotlin"
Mopid,https://linkedin.com/company/mopid,https://www.mopid.com/careers,"Backend, SaaS, Jetpack Compose"
More Retail,,,"SDE, Backend, Android, Full Stack, Startup"
Morgan Stanley,https://linkedin.com/company/morgan-stanley,https://www.morganstanley.com/careers,"Android, C++"
Morphle Labs Inc.,https://linkedin.com/company/morphle-labs,https://www.morphlelabs.com/careers,"Mobile App Development, Android"
Motilal Oswal,,,"SDE, Backend, Android, Full Stack, Startup"
Motorola Solutions,https://linkedin.com/company/motorola-solutions,https://www.motorolasolutions.com/careers,"Backend, SaaS, Jetpack Compose"
MoveInSync,,,"SDE, Backend, Android, Full Stack, Startup"
Mphasis,https://linkedin.com/company/mphasis,https://www.mphasis.com/careers,"Android, C++"
mPokket,,,"SDE, Backend, Android, Full Stack, Startup"
Mudrex,,,"SDE, Android, Full Stack, Backend, Kotlin"
Muvin,,,"SDE, Backend, Android, Full Stack, Startup"
Myanmar Information Technology Pte Ltd,https://linkedin.com/company/myanmar-information-technology-pte-ltd,https://www.myanmarinformationtechnologypteltd.com/careers,"Kotlin, AI"
myBillBook,,,"SDE, Backend, Android, Full Stack, Startup"
MyCommute,,,"SDE, Backend, Android, Full Stack, Startup"
MyFab11,,,"SDE, Backend, Android, Full Stack, Startup"
MyGlamm,,,"SDE, Backend, Android, Full Stack, Startup"
MyITreturn,,,"SDE, Backend, Android, Full Stack, Startup"
Myles,,,"SDE, Backend, Android, Full Stack, Startup"
MyMoneyMantra,,,"SDE, Backend, Android, Full Stack, Startup"
Myntra,https://linkedin.com/company/myntra,https://www.myntra.com/careers,"Software Engineering, C++"
MyUpchar,,,"SDE, Backend, Android, Full Stack, Startup"
n8n,https://linkedin.com/company/n8n,https://www.n8n.com/careers,"Backend, SaaS, Jetpack Compose"
NABARD - National Bank for Agriculture and Rural Development,https://linkedin.com/company/nabard---national-bank-for-agriculture-and-rural-development,https://www.nabardnationalbankforagricultureandruraldevelopment.com/careers,"Jetpack Compose, SDE"
NABARD Consultancy Services (NABCONS) www.nabcons.com,https://linkedin.com/company/nabard-consultancy-services-nabcons-wwwnabconscom,https://www.nabardconsultancyservicesnabconswwwnabconscom.com/careers,"Android, Kotlin, Mobile"
Nagarro,https://linkedin.com/company/nagarro,https://www.nagarro.com/careers,"Software Engineering, C++"
National Payments Corporation Of India (NPCI),https://linkedin.com/company/national-payments-corporation-of-india-npci,https://www.nationalpaymentscorporationofindianpci.com/careers,"Backend, SaaS, Jetpack Compose"
Nature's Basket,,,"SDE, Backend, Android, Full Stack, Startup"
NatWest Group,https://linkedin.com/company/natwest-group,https://www.natwestgroup.com/careers,"Jetpack Compose, SDE"
Navi,https://linkedin.com/company/navi,https://www.navi.com/careers,"Backend, SaaS, Jetpack Compose"
Navi Insurance,,,"SDE, Backend, Android, Full Stack, Startup"
Navi Technologies,,,"SDE, Backend, Android, Full Stack, Startup"
Nazara Technologies,,,"SDE, Backend, Android, Full Stack, Startup"
